join_index,sampling_index,origin,destination,area,ttpTravelTime
924,924,"48.2942845 , 14.263045000000002","48.4348789 , 14.1218356",urban-rural,2028
925,925,"48.290821900000005 , 14.363402700000002","48.2913951 , 14.655503600000001",urban-urban,2029
926,926,"46.557993200000006 , 13.662483000000002","46.558157800000004 , 14.0006397",urban-rural,2031
927,927,"48.2360884 , 14.123021000000001","48.3418414 , 14.123576600000002",urban-urban,2031
928,928,"48.037086 , 14.649667200000001","47.8786774 , 14.8079608",urban-urban,2031
929,929,"47.996166 , 13.488519700000001","47.8374201 , 13.329366400000001",urban-urban,2032
930,930,"47.521730700000006 , 12.285722300000002","47.521282500000005 , 12.0757402",urban-rural,1567
931,931,"47.00686 , 15.815242300000001","47.0073633 , 15.5372201",rural-urban,2036
932,932,"47.568868300000005 , 12.139808100000002","47.6696765 , 12.240294200000001",rural-rural,1563
933,933,"48.2062809 , 16.4830915","48.014127800000004 , 16.2905817",urban-urban,2037
934,934,"48.2748484 , 14.3309952","48.434488 , 14.1707412",urban-rural,2037
935,935,"47.950896400000005 , 14.125916","47.8489889 , 14.227742000000001",rural-rural,1563
936,936,"47.2393219 , 14.851474900000001","47.239203700000004 , 14.5952987",rural-rural,2037
937,937,"48.242008600000005 , 13.045976300000001","48.020217300000006 , 13.2676637",urban-urban,2037
938,938,"46.7204959 , 15.221730200000001","46.7200198 , 15.531503",rural-rural,2039
939,939,"48.178383100000005 , 13.047533300000001","47.9793329 , 13.047047500000001",urban-urban,2039
940,940,"48.5364127 , 16.9002138","48.3223672 , 16.6866247",urban-urban,2040
941,941,"48.397305200000005 , 16.62244","48.2185317 , 16.4439365",rural-urban,2040
942,942,"48.3088946 , 16.2787639","48.1175404 , 16.4696558",urban-urban,2040
943,943,"48.1667039 , 16.2999693","47.919618500000006 , 16.3003988",urban-urban,2041
944,944,"48.5037475 , 16.6766812","48.308693000000005 , 16.871765800000002",urban-urban,2041
945,945,"47.906086800000004 , 13.591871600000001","48.050569800000005 , 13.736459400000001",rural-urban,2041
946,946,"47.8558084 , 15.5648669","48.051243 , 15.564513000000002",urban-urban,2042
947,947,"46.612071400000005 , 14.5723435","46.612108600000006 , 14.2396627",urban-urban,2042
948,948,"47.228456800000004 , 15.810195100000001","47.0529341 , 15.6341529",urban-rural,2042
949,949,"47.8895555 , 14.450603500000001","48.0554282 , 14.450749600000002",urban-urban,2043
950,950,"48.189894200000005 , 16.398348000000002","48.012944600000004 , 16.220889800000002",urban-urban,2044
951,951,"46.560277000000006 , 14.287404","46.706629500000005 , 14.1410958",urban-urban,2044
952,952,"48.0048654 , 13.557056500000002","48.004432200000004 , 13.174100000000001",urban-rural,2044
953,953,"48.1690532 , 13.818706","47.993690300000004 , 13.6429033",urban-urban,2045
954,954,"47.119118500000006 , 15.337864000000001","47.119328100000004 , 15.638705300000002",urban-rural,2046
955,955,"47.9033254 , 13.7661776","47.7226365 , 13.5859459",urban-urban,2049
956,956,"46.8184126 , 15.261402","47.0125844 , 15.2613541",urban-urban,2049
957,957,"47.7889356 , 13.2046635","47.9305521 , 13.204162400000001",urban-urban,2049
958,958,"46.6086204 , 14.058444300000001","46.5156347 , 14.1519562",urban-rural,1550
959,959,"48.375329 , 16.629964700000002","48.3759688 , 16.2568665",urban-urban,2050
960,960,"48.1423429 , 16.0541643","48.301331600000005 , 15.8948625",rural-urban,2050
961,961,"48.1175391 , 14.294105400000001","47.947616800000006 , 14.1245784",rural-urban,2051
962,962,"47.508517100000006 , 12.0550817","47.5085977 , 12.265205600000002",urban-rural,2051
963,963,"47.9583147 , 14.3734867","48.142950000000006 , 14.3731249",rural-urban,2052
964,964,"48.137398000000005 , 14.6775155","48.2349411 , 14.7746937",urban-rural,1548
965,965,"48.0648916 , 13.9390672","48.2214892 , 14.096093300000001",rural-urban,2052
966,966,"47.0334633 , 15.1725103","47.1538364 , 15.29278",rural-rural,2053
967,967,"47.967048500000004 , 13.2794652","47.967624 , 13.596359000000001",urban-urban,2054
968,968,"47.524972700000006 , 12.4286378","47.3860484 , 12.427980400000001",urban-urban,1546
969,969,"48.2702473 , 14.2627813","48.270886600000004 , 14.583645",urban-urban,2055
970,970,"48.144804300000004 , 14.0015932","48.2861477 , 14.143343100000001",urban-urban,2055
971,971,"48.1797278 , 14.0774404","48.2974473 , 14.0768812",urban-rural,1545
972,972,"47.809815400000005 , 16.2087507","47.922529700000005 , 16.3208282",urban-urban,1545
973,973,"47.4337025 , 9.6482899","47.4332731 , 9.917076",urban-urban,2056
974,974,"48.2680893 , 16.428784500000003","48.0843554 , 16.245172200000003",urban-urban,2057
975,975,"48.300507700000004 , 16.4719607","48.0946766 , 16.2665799",urban-urban,2057
976,976,"47.733320000000006 , 13.4307218","47.8672265 , 13.431284600000001",urban-urban,2057
977,977,"47.7873784 , 13.218810300000001","47.944632500000004 , 13.219458300000001",urban-urban,2058
978,978,"48.2184475 , 14.474654300000001","48.0686009 , 14.474046300000001",urban-urban,1542
979,979,"46.831687900000006 , 14.836763500000002","46.9347094 , 14.940055500000001",urban-rural,1541
980,980,"47.1208844 , 15.069033000000001","47.0073085 , 15.0689319",rural-rural,2060
981,981,"48.192818200000005 , 16.318812400000002","48.1924332 , 15.937085000000002",urban-urban,2060
982,982,"48.5880826 , 15.6496583","48.7504453 , 15.8122112",urban-urban,2061
983,983,"47.1507559 , 9.777128300000001","47.2540386 , 9.6740972",urban-urban,2062
984,984,"46.7172343 , 15.546107500000002","46.8576099 , 15.406311100000002",urban-urban,2062
985,985,"47.0830326 , 15.1975425","47.0828484 , 15.425296300000001",rural-urban,2064
986,986,"48.236350200000004 , 13.942122500000002","48.2367624 , 14.260842400000001",urban-urban,2064
987,987,"47.858942000000006 , 13.9630956","48.0158337 , 14.119581400000001",urban-rural,2064
988,988,"46.602485300000005 , 14.175772100000001","46.6022953 , 13.849642300000001",urban-urban,2064
989,989,"48.3152818 , 16.8775377","48.314634500000004 , 16.572678800000002",urban-urban,2065
990,990,"48.054430700000005 , 16.205682","48.216133400000004 , 16.3667734",urban-urban,2065
991,991,"48.229699600000004 , 14.183232400000001","48.2297237 , 13.8353161",urban-rural,2065
992,992,"47.0843876 , 15.514364500000001","46.9344606 , 15.6649282",rural-urban,2066
993,993,"47.314265400000004 , 9.6182853","47.4677371 , 9.6184037",urban-urban,2066
994,994,"48.1361208 , 14.2475278","48.136535800000004 , 13.957888500000001",urban-urban,2067
995,995,"48.0070897 , 13.1799753","47.8461517 , 13.018649900000002",urban-rural,2067
996,996,"48.1860906 , 16.1228731","48.083407300000005 , 16.2259289",urban-urban,1532
997,997,"48.474367300000004 , 15.263636600000002","48.593451300000005 , 15.1442706",urban-rural,1532
998,998,"48.1182542 , 16.614936","48.2823897 , 16.450497600000002",urban-urban,2068
999,999,"47.4541507 , 9.6608897","47.292413 , 9.6615175",urban-urban,2070
